Portfolio Name,Company Name,Asset Name,Sub-industry,Asset Type,Latitude,Longitude,Address,Asset ID,Country,Country Code,Realm,Biome,Ecosystem Functional Group,River Basin,Priority,Sensitive Locations,Biodiversity Importance (Aggregated),High Ecosystem Integrity (Aggregated),Decline in Ecosystem Integrity (Aggregated),Physical Water Risk (Aggregated),Ecosystem Services Provision (Aggregated)
SFI,China National Building Materials Group Co Ltd,Nanjing Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,31.971305,118.970578,,17886,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.4478,0.2449,0.4478,0.337,0.7294,0.4258
SFI,China National Building Materials Group Co Ltd,Nanyang Branch Of China United Cement Group Co Ltd,Diversified Metals & Mining,Mining,33.084004,112.211553,,17887,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Han Shui,0,0.5753,0.0605,0.5753,0.4858,0.75,0.21
SFI,China National Building Materials Group Co Ltd,Sdic Hainan Cement Co Ltd,Diversified Metals & Mining,Mining,19.235544,108.999663,,17888,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,South China Sea,1,0.7201,0.7689,0.6055,0.5596,0.7201,0.6739
SFI,China National Building Materials Group Co Ltd,Shaoyang Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,27.130987,111.49377,,17889,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Xiang Jiang,0,0.5566,0.0854,0.6666,0.4583,0.5566,0.3561
SFI,China National Building Materials Group Co Ltd,Shuozhou Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,39.805178,112.508961,,17890,China,CHN,Palearctic,"Temperate Grasslands"",""Savannas & Shrublands",Mongolian-Manchurian grassland,Yellow Sea & East China Sea,0,0.4931,0.0043,0.4931,0.487,0.75,0.2898
SFI,China National Building Materials Group Co Ltd,Sinoma Hengda Cement Co Ltd,Diversified Metals & Mining,Mining,23.130214,111.768823,,17891,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5352,0.144,0.6581,0.5186,0.5352,0.4903
SFI,China National Building Materials Group Co Ltd,Sinoma Luoding Cement Co Ltd,Diversified Metals & Mining,Mining,22.742819,111.732139,,17892,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5323,0.0342,0.6687,0.5203,0.5323,0.4782
SFI,China National Building Materials Group Co Ltd,Tai'an Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,36.191336,116.892517,,17893,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,0,0.5482,0.1196,0.5482,0.4421,1,0.2382
SFI,China National Building Materials Group Co Ltd,Tengzhou Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,35.021182,117.347123,,17894,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5339,0.3702,0.5339,0.4224,1,0.2134
SFI,China National Building Materials Group Co Ltd,Tongliao Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,42.852202,120.687764,,17895,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Northeast China Plain deciduous forests,Liao He,1,0.7419,0.0153,0.7419,0.5165,0.75,0.2467
SFI,China National Building Materials Group Co Ltd,Wuhai Saima Cement Co Ltd,Diversified Metals & Mining,Mining,39.355998,106.840623,,17896,China,CHN,Palearctic,Montane Grasslands & Shrublands,Ordos Plateau steppe,Yellow River,0,0.5725,0.0241,0.7863,0.4963,0.5725,0.1164
SFI,China National Building Materials Group Co Ltd,Wuhai Xishui Cement Co Ltd,Diversified Metals & Mining,Mining,39.438069,106.81908,,17897,China,CHN,Palearctic,Montane Grasslands & Shrublands,Ordos Plateau steppe,Yellow River,0,0.5725,0.0238,0.7899,0.4896,0.5725,0.121
SFI,China National Building Materials Group Co Ltd,Xin'an Zhonglian Wanji Cement Co Ltd,Diversified Metals & Mining,Mining,34.741398,112.048737,,17898,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,0,0.5086,0.0873,0.5086,0.4648,0.75,0.3078
SFI,China National Building Materials Group Co Ltd,Xintai Zhonglian Taifeng Cement Co Ltd,Diversified Metals & Mining,Mining,35.781709,117.766258,,17899,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,0,0.5919,0.0288,0.5919,0.4573,1,0.2237
SFI,China National Building Materials Group Co Ltd,Yantai Qixia Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,37.486988,121.061614,,17900,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5569,0.0201,0.5569,0.4465,0.7376,0.2806
SFI,China National Building Materials Group Co Ltd,Yinan Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,35.675366,118.281929,,17901,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5908,0.0281,0.5908,0.4868,0.75,0.1962
SFI,China National Building Materials Group Co Ltd,Zhejiang Cement Co Ltd,Diversified Metals & Mining,Mining,30.125698,120.311397,,17902,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5474,0.4574,0.549,0.3608,0.5474,0.5362
SFI,China National Building Materials Group Co Ltd,Zhejiang Tianma Cement Co Ltd,Diversified Metals & Mining,Mining,28.941969,118.491982,,17903,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,1,0.7134,0.4862,0.7134,0.7228,0.5626,0.5405
SFI,China National Building Materials Group Co Ltd,Zhejiang Tiger Eagle Cement Co Ltd,Diversified Metals & Mining,Mining,29.169091,119.571258,,17904,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5626,0.1737,0.6432,0.4425,0.5626,0.488
SFI,China National Building Materials Group Co Ltd,Shaoxing South Cement Co Ltd,Diversified Metals & Mining,Mining,30.135733,120.330806,,17905,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5441,0.4523,0.5441,0.3585,0.5632,0.526
SFI,China National Building Materials Group Co Ltd,Bayannaoer Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,40.654653,108.794004,,17906,China,CHN,Palearctic,Deserts & Xeric Shrublands,Alashan Plateau semi-desert,Yellow River,0,0.556,0.1414,0.7788,0.5161,0.556,0.1237
SFI,China National Building Materials Group Co Ltd,Chengwu Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,34.941037,115.853247,,17907,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5216,0,0.5216,0.5069,1,0.1197
SFI,China National Building Materials Group Co Ltd,Cixi Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,30.148734,121.214294,,17908,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.522,0.3285,0.522,0.411,0.632,0.3905
SFI,China National Building Materials Group Co Ltd,Dengzhou Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,32.658557,112.038596,,17909,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Qin Ling Mountains deciduous forests,Han Shui,0,0.5372,0.0553,0.5372,0.4803,0.75,0.1843
SFI,China National Building Materials Group Co Ltd,Deqing Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,30.581061,120.189699,,17910,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4083,0.3867,0.4083,0.3799,0.75,0.3912
SFI,China National Building Materials Group Co Ltd,Haining Sanshi Cement Co Ltd,Diversified Metals & Mining,Mining,30.454715,120.710736,,17911,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4317,0.098,0.4106,0.4317,0.75,0.2652
SFI,Confidential,Confidential144,Diversified Metals & Mining,Mining,24.782393,102.621828,,19628,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Yangtze,1,0.6748,0.6748,0.7065,0.4232,0.5,0.5886
SFI,China National Building Materials Group Co Ltd,Huaibei Nanping Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,33.515306,116.88043,,17912,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5131,0.0377,0.5131,0.4552,1,0.1617
SFI,China National Building Materials Group Co Ltd,Huaibei Sipu Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,33.731217,116.794254,,17913,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5145,0.0367,0.5145,0.3928,1,0.1654
SFI,China National Building Materials Group Co Ltd,Huangshan Huishi Building Material Co Ltd,Diversified Metals & Mining,Mining,29.679576,118.237402,,17914,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,1,0.6203,0.2844,0.7836,0.5201,0.6203,0.5789
SFI,China National Building Materials Group Co Ltd,Hunan Guiyang Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,25.751919,112.774096,,17915,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Xiang Jiang,0,0.5663,0.2305,0.6712,0.4925,0.5663,0.4549
SFI,China National Building Materials Group Co Ltd,Hunan Yueyang Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,29.164945,113.004552,,17916,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Xiang Jiang,1,0.6586,1,0.6586,0.467,0.5791,0.4838
SFI,China National Building Materials Group Co Ltd,Jiande Sanshi Songtao Cement Co Ltd,Diversified Metals & Mining,Mining,29.258095,119.261725,,17917,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5883,0.427,0.7396,0.4964,0.5626,0.5883
SFI,China National Building Materials Group Co Ltd,Jiande Shanxiang Building Material Co Ltd,Diversified Metals & Mining,Mining,29.360042,119.229893,,17918,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,1,0.6638,0.6026,0.7757,0.511,0.5607,0.6638
SFI,China National Building Materials Group Co Ltd,Jiangsu Yicheng Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,31.399474,119.839351,,17919,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5005,0.2345,0.5005,0.2656,0.7401,0.4692
SFI,China National Building Materials Group Co Ltd,Jiangxi Fuzhou South Cement Co Ltd,Diversified Metals & Mining,Mining,27.903675,116.420507,,17920,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,1,0.6634,0.0521,0.6634,0.4621,0.75,0.4169
SFI,China National Building Materials Group Co Ltd,Jiangxi Guixi Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,28.264659,117.145255,,17921,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.566,0.566,0.7068,0.4869,0.528,0.5264
SFI,China National Building Materials Group Co Ltd,Jiangxi Jishui Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,27.466853,115.267214,,17922,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.5435,0.0275,0.6565,0.4843,0.5435,0.4119
SFI,China National Building Materials Group Co Ltd,Jiangxi Jizhou Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,27.12226,114.867472,,17923,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.5482,0.0629,0.5947,0.4773,0.5482,0.4422
SFI,China National Building Materials Group Co Ltd,Jiangxi Nanchang Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,28.559721,115.94949,,17924,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.5589,0.315,0.5589,0.4217,0.75,0.4346
SFI,China National Building Materials Group Co Ltd,Jiangxi Xinyu South Building Material Co Ltd,Diversified Metals & Mining,Mining,27.779886,114.885214,,17925,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.5435,0.1335,0.6439,0.4867,0.5435,0.445
SFI,China National Building Materials Group Co Ltd,Jiangxi Xiushui Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,29.160128,114.629196,,17926,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yangtze,1,0.617,0.1793,0.8195,0.5358,0.617,0.5472
SFI,China National Building Materials Group Co Ltd,Jiashan South Cement Co Ltd,Diversified Metals & Mining,Mining,30.971,120.774617,,17927,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4313,0.0893,0.418,0.3778,0.7431,0.4313
SFI,China National Building Materials Group Co Ltd,Jiashan Tianning South Cement Co Ltd,Diversified Metals & Mining,Mining,30.901781,120.819259,,17928,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4195,0.0787,0.4195,0.4003,0.7401,0.3976
SFI,China National Building Materials Group Co Ltd,Jiaxing Nanhu Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,30.80113,120.843339,,17929,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4328,0.0865,0.4301,0.4328,0.7401,0.3554
SFI,China National Building Materials Group Co Ltd,Jiaxing South Cement Co Ltd,Diversified Metals & Mining,Mining,30.769852,120.858293,,17930,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.442,0.1047,0.4301,0.442,0.75,0.3358
SFI,China National Building Materials Group Co Ltd,Jiaxing Xiuzhou South Cement Co Ltd,Diversified Metals & Mining,Mining,30.716385,120.622002,,17931,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4538,0.1138,0.4538,0.4346,0.75,0.3714
SFI,China National Building Materials Group Co Ltd,Lianyungang Banqiao Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,34.613629,119.449217,,17932,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5642,0.2871,0.4893,0.5642,0.7902,0.2632
SFI,China National Building Materials Group Co Ltd,Longyou Tianchishan Cement Manufacturing Co Ltd,Diversified Metals & Mining,Mining,29.245983,119.24581,,17933,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5874,0.4102,0.7332,0.4952,0.5626,0.5874
SFI,China National Building Materials Group Co Ltd,Mengjin Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,34.845198,112.547809,,17934,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,0,0.4747,0.0966,0.4747,0.4446,0.75,0.3274
SFI,China National Building Materials Group Co Ltd,Pinghu Xingge Cement Co Ltd,Diversified Metals & Mining,Mining,30.816758,121.095397,,17935,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4489,0.0615,0.4083,0.4489,0.75,0.3121
SFI,China National Building Materials Group Co Ltd,Qingdao Jimo Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,36.579702,120.325447,,17936,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.4883,0.2004,0.4883,0.3985,0.9258,0.1911
SFI,China National Building Materials Group Co Ltd,Rizhao Zhonglian Gangzhong Cement Co Ltd,Diversified Metals & Mining,Mining,35.369689,119.554148,,17937,,,,,,Yellow Sea & East China Sea,1,0.6148,0.1226,0.6148,0.436,0.9501,0.1739
SFI,China National Building Materials Group Co Ltd,Rizhao Zhonglian Port Cement Co Ltd,Diversified Metals & Mining,Mining,35.375184,119.557354,,17938,,,,,,Yellow Sea & East China Sea,1,0.6148,0.1226,0.6148,0.4365,0.9501,0.174
SFI,China National Building Materials Group Co Ltd,Shanghai Rongrong Industrial Co Ltd,Diversified Metals & Mining,Mining,30.910031,121.231759,,17939,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4406,0.0611,0.392,0.4406,0.7401,0.2998
SFI,China National Building Materials Group Co Ltd,Sixian Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,33.447978,117.877446,,17940,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5276,0.257,0.5276,0.4399,1,0.1843
SFI,China National Building Materials Group Co Ltd,Suzhou Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,33.801165,117.002924,,17941,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.511,0.0364,0.511,0.3556,1,0.1552
SFI,China National Building Materials Group Co Ltd,Tengzhou Tengnan Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,34.908525,117.169955,,17942,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,1,0.6377,0.6377,0.5319,0.4064,1,0.2155
SFI,China National Building Materials Group Co Ltd,Tongxiang Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,30.524239,120.416866,,17943,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4383,0.4383,0.4075,0.3675,0.5685,0.2449
SFI,China National Building Materials Group Co Ltd,Wuhe Zhonglian,Diversified Metals & Mining,Mining,33.168695,117.895834,,17944,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5292,0.2825,0.5292,0.4333,1,0.2025
SFI,China National Building Materials Group Co Ltd,Wujiang Nanfang Cement Co Ltd,Diversified Metals & Mining,Mining,31.015002,120.647526,,17945,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5038,0.094,0.4283,0.36,0.75,0.5038
SFI,China National Building Materials Group Co Ltd,Xiangshuilian Cement Co Ltd,Diversified Metals & Mining,Mining,34.228719,119.608103,,17946,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5259,0.4364,0.5259,0.5156,0.9508,0.2577
SFI,China National Building Materials Group Co Ltd,Xixia Zhonglian Cement Co Ltd,Diversified Metals & Mining,Mining,33.320942,111.501242,,17947,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Qin Ling Mountains deciduous forests,Han Shui,1,0.6539,0.2192,0.7367,0.4833,0.6539,0.3076
SFI,China Tianrui Group Cement Co Ltd,Panjin Jinrun Cement Co Ltd,Diversified Metals & Mining,Mining,41.155895,122.168897,,18004,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Northeast China Plain deciduous forests,Liao He,1,0.684,0.684,0.5153,0.4403,0.7439,0.4587
